2,1,596.00,327.00,64.00,104.00,1,-1,-1,-1
2,2,581.00,244.00,82.00,113.00,1,-1,-1,-1
2,3,338.00,325.00,167.00,106.00,1,-1,-1,-1
2,4,361.00,163.00,114.00,53.00,1,-1,-1,-1
2,5,335.00,0.00,153.00,64.00,1,-1,-1,-1
2,6,191.00,115.00,108.00,108.00,1,-1,-1,-1
2,7,-0.00,225.00,66.00,94.00,1,-1,-1,-1
3,1,595.00,326.00,65.00,105.00,1,-1,-1,-1
3,2,567.00,267.00,85.00,117.00,1,-1,-1,-1
3,3,339.00,328.00,166.00,103.00,1,-1,-1,-1
3,4,362.00,163.00,115.00,56.00,1,-1,-1,-1
3,5,335.00,-0.00,156.00,63.00,1,-1,-1,-1
3,6,190.00,115.00,106.00,106.00,1,-1,-1,-1
3,7,-0.00,225.00,63.00,103.00,1,-1,-1,-1
4,1,598.00,324.00,60.00,107.00,1,-1,-1,-1
4,2,567.00,271.00,74.00,138.00,1,-1,-1,-1
4,3,335.00,328.00,170.00,103.00,1,-1,-1,-1
4,4,369.00,162.00,109.00,58.00,1,-1,-1,-1
4,5,333.00,-0.00,158.00,63.00,1,-1,-1,-1
4,6,188.00,110.00,108.00,111.00,1,-1,-1,-1
4,7,-0.00,227.00,53.00,100.00,1,-1,-1,-1
5,1,604.00,320.00,56.00,111.00,1,-1,-1,-1
5,2,562.00,287.00,54.00,140.00,1,-1,-1,-1
5,3,341.00,328.00,164.00,103.00,1,-1,-1,-1
5,4,367.00,160.00,110.00,58.00,1,-1,-1,-1
5,5,333.00,-0.00,160.00,62.00,1,-1,-1,-1
5,6,185.00,110.00,110.00,108.00,1,-1,-1,-1
5,7,0.00,230.00,54.00,98.00,1,-1,-1,-1
6,1,600.00,341.00,67.00,90.00,1,-1,-1,-1
6,2,548.00,321.00,57.00,110.00,1,-1,-1,-1
6,3,341.00,328.00,164.00,103.00,1,-1,-1,-1
6,4,361.00,158.00,107.00,60.00,1,-1,-1,-1
6,5,337.00,-0.00,145.00,64.00,1,-1,-1,-1
6,6,182.00,112.00,102.00,110.00,1,-1,-1,-1
6,7,-0.00,233.00,51.00,97.00,1,-1,-1,-1
7,1,597.00,345.00,81.00,86.00,1,-1,-1,-1
7,2,548.00,328.00,67.00,103.00,1,-1,-1,-1
7,3,345.00,325.00,162.00,106.00,1,-1,-1,-1
