2,1,8.52,220.79,57.64,89.13,1,-1,-1,-1
2,2,568.48,232.79,86.00,127.92,1,-1,-1,-1
2,3,336.94,315.77,151.73,116.23,1,-1,-1,-1
2,4,373.31,159.96,109.19,58.36,1,-1,-1,-1
2,5,342.78,0.12,140.36,67.16,1,-1,-1,-1
2,6,210.88,116.98,92.33,114.02,1,-1,-1,-1
3,1,-0.00,230.31,55.36,106.82,1,-1,-1,-1
3,2,560.06,259.46,92.27,132.54,1,-1,-1,-1
3,3,351.34,324.39,163.92,102.56,1,-1,-1,-1
3,4,350.85,163.46,121.69,52.57,1,-1,-1,-1
3,5,601.26,323.03,70.13,108.97,1,-1,-1,-1
3,6,185.90,112.69,121.88,118.38,1,-1,-1,-1
4,1,-0.00,226.23,39.53,100.26,1,-1,-1,-1
4,2,573.08,262.28,84.04,158.09,1,-1,-1,-1
4,3,339.50,325.71,163.25,94.64,1,-1,-1,-1
4,4,360.18,164.33,115.58,55.92,1,-1,-1,-1
4,5,581.12,310.56,66.48,119.94,1,-1,-1,-1
4,6,194.02,111.00,113.36,105.64,1,-1,-1,-1
5,1,16.17,237.91,46.89,92.63,1,-1,-1,-1
5,2,588.86,329.08,57.86,102.92,1,-1,-1,-1
5,3,350.42,330.17,145.39,84.28,1,-1,-1,-1
5,4,357.23,166.35,114.16,55.23,1,-1,-1,-1
5,5,726.03,538.60,84.76,152.95,1,-1,-1,-1
5,6,185.75,119.43,115.69,97.22,1,-1,-1,-1
6,1,5.72,227.22,56.37,107.89,1,-1,-1,-1
6,2,611.26,337.47,66.57,94.53,1,-1,-1,-1
6,3,330.22,322.99,157.65,100.96,1,-1,-1,-1
6,6,187.79,116.04,106.87,116.54,1,-1,-1,-1
7,1,2.56,228.71,59.63,114.13,1,-1,-1,-1
7,2,624.82,358.02,62.78,89.15,1,-1,-1,-1
7,3,350.94,324.64,166.49,105.44,1,-1,-1,-1
7,6,183.16,105.31,108.74,121.54,1,-1,-1,-1
7,8,547.55,339.73,65.33,92.27,1,-1,-1,-1
7,9,351.70,144.81,110.35,54.58,1,-1,-1,-1
8,1,6.14,224.82,49.61,98.28,1,-1,-1,-1
8,3,334.12,328.67,185.63,103.33,1,-1,-1,-1
8,6,177.91,103.16,111.32,124.41,1,-1,-1,-1
8,8,605.87,339.55,93.10,92.45,1,-1,-1,-1
8,9,330.87,150.56,113.06,70.77,1,-1,-1,-1
9,1,-0.00,210.83,57.19,132.13,1,-1,-1,-1
9,3,362.38,319.54,141.75,112.46,1,-1,-1,-1
9,6,183.53,112.87,86.37,111.49,1,-1,-1,-1
9,8,600.71,344.33,105.84,87.67,1,-1,-1,-1
9,9,326.09,3.13,150.88,62.20,1,-1,-1,-1
10,1,-3.52,208.82,60.88,140.66,1,-1,-1,-1
10,3,363.96,319.40,142.51,113.06,1,-1,-1,-1
10,4,340.27,133.72,108.73,85.75,1,-1,-1,-1
10,6,182.76,107.33,100.89,117.98,1,-1,-1,-1
10,8,596.99,348.30,114.52,83.70,1,-1,-1,-1
10,9,311.02,-48.60,167.45,69.03,1,-1,-1,-1
10,10,551.49,333.73,84.13,98.27,1,-1,-1,-1
11,3,347.59,308.85,179.74,123.15,1,-1,-1,-1
11,4,346.12,127.88,97.91,80.94,1,-1,-1,-1
11,6,195.98,101.87,113.70,110.73,1,-1,-1,-1
11,8,581.57,334.25,119.57,97.75,1,-1,-1,-1
11,10,9.96,265.53,45.63,132.32,1,-1,-1,-1
12,3,341.36,312.88,165.00,119.12,1,-1,-1,-1
12,4,-0.00,297.49,57.50,99.92,1,-1,-1,-1
12,6,199.41,104.23,111.21,100.69,1,-1,-1,-1
12,8,610.76,343.81,91.18,85.82,1,-1,-1,-1
12,10,0.00,83.46,32.93,60.92,1,-1,-1,-1
12,11,332.93,0.00,175.80,67.68,1,-1,-1,-1
